id,premise,hypothesis,label
17515,yeah so i i trotted back to the car rather quickly uh jumped in went home and took a hot shower and changed clothes and went back,"I drove home and made supper, then went back.",0
17519,4. What Is the Current Long-Term Economic Outlook for,They reported on the current short -term economic outlook,0
17521,"People want to believe that checking accounts are sacrosanct, even though they haven't been for a long time.",People are wary of checking accounts and have not believed in them for a long time. ,0
17538,"system; and (e) Federal law effectively coerces states to participate in the system, with participation requiring them to levy the state unemployment tax and deposit the collections in the U.S.",The federal Government has been working on this law since 1985.,1
17597,"There's also a 14th-century castle and several good beaches with fine, white sand.","During the summertime, the beaches are thronged with tourists.",1
17604,"David Boaz has written a more stimulating, more consistent, and more dogmatic book.",The book has been popular with many readers.,1
17641,yeah yes um i don't know that i think has pluses and minuses because uh those that are economically disadvantaged won't have the ability to make a choice the choice will be thrust upon them and so where's the freedom of choice no freedom of choice in that case and that's,Those who aren't poor always have choices.,1
17652,yeah i know this this this person they go they have this old Toyota truck and he goes yep i say you know this thing's been running for me for two years he goes boy i wish i had the money to treat it right i'm like what do you mean he says i haven't tuned it up in two years and i change the oil about every four months because he can't afford to um change the oil as often as as he would like and he can't afford to tune it up,He tunes up the truck every couple of months.,0
17657,"I don't know all the answers, fella.",I'm not sure about anything.,1
17658,"Commander Christine Jones (born 1964 or 1965) is a senior British police officer serving with London's Metropolitan Police Service (""the Met"").","Commander Christine Jones (born 1965 or 1965) is a senior British police officer serving with London's Metropolitan Police Service (""the Met"").",1
17671,"Therefore, it is important that agencies develop innovative and less costly ways to train their staffs-remembering as well that the level of return for investing in the skills needed for results-oriented management will depend largely on how well employees are encouraged to put those skills to use.",One innovative method of training staff is to strike them in the head with operations manuals.,1
17760,"6For a detailed discussion of our objectives, scope, and methodology, see appendix II.",Appendix II has a detailed discussion of objectives for non-federal organizations.,1
17784,I hope that most of my fellow members will agree with me.,I hope my mom agrees with my dad.,0
17794,"For example, if we compare the annual growth rates of mail volume for period 1993-97 shown in Column (11) of Tables 1 and 4 we can see  (a) the 2.0 percent annual decrease of total HH-to-HH volume in Table 1 has been augmented to a 3.3 percent annual decrease of per-household volume in Table 4; (b) the 6.8 percent annual decrease of total HH-to-NHH volume in Table 1 has been augmented to a 8.0 percent annual decrease of per-household volume in Table 4; (c) the 0.2 percent annual increase of total NHH-to-HH volume in Table 1 has shrunk to a 1.2 percent annual decrease of per-household volume in Table 4; and (d) the 7.1 percent annual increase of total NHH-to-NHH volume in Table 1 has shrunk to a 5.7 percent annual increase of per-household volume in Table 4.",Annual growth rates are shown in column 11 of tables 1 and 4 and similarly shown in figure 6.66,1
17795,and but i'm applying for what yeah it is a lot of the words are the same or you know they just change the pronunciation a little bit but i love it i love the culture the that they way they respect education,Education is the cornerstone of all good things.,1
